rank,team,teamName,organization,city,region,country,gradeLevel,eventSku,eventDate,combined,programming,driver,maxProgramming,maxDriver,eligible
1554,46131J,Xanadu,Barker College,Sydney,New South Wales,Australia,Middle School,RE-V5RC-25-1959,2025-09-04,2,0,2,0,2,false
1555,3457A,Robolabs Aquarius,Robolabs ,Dublin,California,United States,Middle School,RE-V5RC-25-1019,2025-10-04,2,0,2,0,2,false
1556,79192A,Bob the Builders,ANDREW JACKSON MIDDLE SCHOOL,Cross Lanes,West Virginia,United States,Middle School,RE-V5RC-25-1503,2025-10-10,2,0,2,0,2,false
1557,39475J,RGS Robo Kai 9,The Royal Grammar School Newcastle Upon Tyne,Newcastle Upon Tyne,,United Kingdom,Middle School,RE-V5RC-25-0073,2025-10-11,2,0,2,0,2,false
1558,77938B,MVA Robotics,MAR VISTA ACADEMY,San Diego,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,2,0,2,0,2,false
1559,27182B,Cybot Galactica,SIERRA MIDDLE,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,2,0,2,0,2,false
1560,52451C,Cavalier Robotics,PAUL L. CATO MIDDLE,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,2,0,2,0,2,false
1561,92808B,Phantom Surge ,RIO BRAVO GREELEY,Bakersfield,California,United States,Middle School,RE-V5RC-25-0072,2025-09-13,2,0,2,0,2,false
1562,79419C,"Wir sind dumm, alles ist kaput",Carey Baptist College,Harrisdale,Western Australia,Australia,Middle School,RE-V5RC-25-1218,2025-10-17,2,0,2,0,2,false
1563,90121B,OverCode,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1058,2025-10-18,2,0,2,0,2,false
1564,66969A,Bob the Builders,Dr. Player Robotics Lab. Taipei,Taipei City,,Taiwan,Middle School,RE-V5RC-25-0037,2025-10-19,2,0,2,0,2,false
1565,20315A,Marcelline A,Collège Sainte-Marcelline,Montreal,Quebec,Canada,Middle School,RE-V5RC-25-2145,2025-10-25,2,0,2,0,2,false
1566,18000B,Iron Patriots - ,Sullivan East Middle School,Bluff City,Tennessee,United States,Middle School,RE-V5RC-25-0213,2025-10-25,2,0,2,0,2,false
1567,19140B,Tekkeronies,W. W. LEWIS MIDDLE SCHOOL,Sulphur,Louisiana,United States,Middle School,RE-V5RC-25-1500,2025-10-02,2,0,2,0,2,false
1568,81000C,Galaxy Rovers,BAY CREEK MIDDLE SCHOOL,Grayson,Georgia,United States,Middle School,RE-V5RC-25-1711,2025-11-01,2,0,2,0,2,false
1569,81016T,M-Force,Malesus STEM Innovation Center,Jackson,Tennessee,United States,Middle School,RE-V5RC-25-0384,2025-10-14,2,0,2,0,2,false
1570,45173A,The Vexanots,Fennville Middle School,Fennville,Michigan,United States,Middle School,RE-V5RC-25-0378,2025-11-08,2,0,2,0,2,false
1571,2775U,Jackson Area Robotics,Jackson Area Robotics,Jackson,Tennessee,United States,Middle School,RE-V5RC-25-0454,2025-11-08,2,0,2,0,2,false
1572,12909W,WireWasps,FOUNTAIN MIDDLE SCHOOL,Fountain,Colorado,United States,Middle School,RE-V5RC-25-1065,2025-10-18,2,0,2,0,2,false
1573,96607B,Doodle Bots,S. P. ARNETT MIDDLE SCHOOL,Westlake,Louisiana,United States,Middle School,RE-V5RC-25-1500,2025-10-02,2,0,2,0,2,false
1574,52766C,The Ravens,SABIN MIDDLE SCHOOL,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1065,2025-10-18,2,0,2,0,2,false
1575,32547K,Mavericks - TEAM K,Grand Mountain Junior High School,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1058,2025-10-18,2,0,2,0,2,false
1576,19901A,Janitell Jagwires - TEAM A,JANITELL JUNIOR HIGH SCHOOL,Colorado Springs,Colorado,United States,Middle School,RE-V5RC-25-1058,2025-10-18,2,0,2,0,2,false
1577,67915B,SpaceBots,LAUNCH VIRTUAL ACADEMY,Chula Vista,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,2,0,2,0,2,false
1578,63438Y,Valpo Vipers: Mini Medusae,BENJAMIN FRANKLIN MIDDLE SCHOOL,Valparaiso,Indiana,United States,Middle School,RE-V5RC-25-1856,2025-11-08,2,0,2,0,2,false
1579,70663C,Goblin Goonies,LEBLANC MIDDLE SCHOOL,Sulphur,Louisiana,United States,Middle School,RE-V5RC-25-1502,2025-09-25,2,0,2,0,2,false
1580,63724A,University School Sharks Robotics,NSU UNIVERSITY SCHOOL,Ft. Lauderdale,Florida,United States,Middle School,RE-V5RC-25-1986,2025-11-08,2,0,2,0,2,false
1581,84778G,Green Arrow,WARWOOD SCHOOL,Wheeling,West Virginia,United States,Middle School,RE-V5RC-25-1854,2025-11-08,2,0,2,0,2,false
1582,70663B,RoboGuppies,LEBLANC MIDDLE SCHOOL,Sulphur,Louisiana,United States,Middle School,RE-V5RC-25-1500,2025-10-02,2,0,2,0,2,false
1583,6356C,Mythic Dragons,TRAIL RIDGE MIDDLE SCHOOL,Longmont,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,2,0,2,0,2,false
1584,6517C,TRITONBOTS-C,EASTLAKE MIDDLE,Chula Vista,California,United States,Middle School,RE-V5RC-25-0405,2025-09-13,2,0,2,0,2,false
1585,6047C,Downtown Girls,WESTVIEW MIDDLE SCHOOL,Longmont,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,2,0,2,0,2,false
1586,93528A,Kraftwork,Colorado Early Colleges Fort Collins Middle School,Fort Collins,Colorado,United States,Middle School,RE-V5RC-25-2582,2025-11-08,2,0,2,0,2,false
1587,42239Z,The Panthers,SILOAM SPRINGS MIDDLE SCHOOL,Siloam Springs,Arkansas,United States,Middle School,RE-V5RC-25-2000,2025-11-08,2,0,2,0,2,false
1588,43050A,VALIANT,MOUNT VERNON MIDDLE SCHOOL,Mount Vernon,Ohio,United States,Middle School,RE-V5RC-25-9960,2025-11-14,2,0,2,0,2,false
1589,92244C,Cosmic Coders,KASSON-MANTORVILLE MIDDLE SCHOOL,Kasson,Minnesota,United States,Middle School,RE-V5RC-25-9919,2025-11-15,2,0,2,0,2,false
1590,79338C,Clashers,Westchester Middle School,Chesterton,Indiana,United States,Middle School,RE-V5RC-25-1978,2025-11-15,2,0,2,0,2,false
1591,1262E,OPS - The Two Brain Cells,Bluestem Middle School,Omaha,Nebraska,United States,Middle School,RE-V5RC-25-0046,2025-11-15,2,0,2,0,2,false
1592,22201E,Peanut Brains,PLEASANT VALLEY MIDDLE SCHOOL,Wichita,Kansas,United States,Middle School,RE-V5RC-25-0580,2025-11-15,2,0,2,0,2,false
1593,71300D,Scrap Mayhem,Lied Middle School,Las Vegas,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,2,0,2,0,2,false
1594,2822B,Spartan Design Blackhawks,STAUFFER (MARY R.) MIDDLE,Downey,California,United States,Middle School,RE-V5RC-25-0771,2025-10-11,2,0,2,0,2,false
1595,17380B,Big Boi,Searsport District Middle/High School,Searsport,Maine,United States,Middle School,RE-V5RC-25-1318,2025-11-15,2,0,2,0,2,false
1596,31389C,The Rust Bucket Ducks,SANTAN JUNIOR HIGH SCHOOL,Chandler,Arizona,United States,Middle School,RE-V5RC-25-0270,2025-11-15,2,0,2,0,2,false
1597,43125C,Eagles,RIVERA MIDDLE,Pico Rivera,California,United States,Middle School,RE-V5RC-25-0771,2025-10-11,2,0,2,0,2,false
1598,71300X,Badminton Baddies,Lied Middle School,Las Vegas,Nevada,United States,Middle School,RE-V5RC-25-1270,2025-11-15,2,0,2,0,2,false
